小区名字,总价（万元）,单价（元/平方）,建筑面积（m2）,套内面积（m2）,上架时间,上次交易时间,地区,
古荡新村西区,220,40787,53.94,50.22,2018/7/17,2013/3/28,西湖,古荡
庭院深深,210,23864,88,66.54,2018/7/18,2009/4/12,余杭,闲林
金地自在城,348,39102,89,暂无数,2018/7/18,2013/6/6,西湖,三墩
乌龙巷1-8号,288,43823,65.72,60.46,2018/7/18,1988/7/21,上城,清泰
紫金公寓,262,43421,60.34,暂无数,2018/7/25,2012/8/17,西湖,文三西路
阳光华城华景园,210,37480,56.03,44.64,2018/8/4,2013/7/23,下沙,高教园区东
龙湖滟澜山茗轩南区三期,540,40602,133,105.59,2018/8/8,2012/11/3,下沙,金沙湖
北城枫景园,182,29657,61.37,暂无数,2018/8/13,2011/3/11,江干,丁桥
庆晖公寓,410,42251,97.04,80.78,2018/8/15,2003/3/23,下城,朝晖
金色蓝庭,530,59773,88.67,67.47,2018/8/17,2011/6/8,西湖,嘉绿
北景园月桂苑,256,31929,80.18,70.91,2018/8/18,2006/11/4,下城,石桥
米市新村,230,42288,54.39,暂无数,2018/8/20,2007/10/19,拱墅,湖墅
西溪八方城,115,31585,36.41,暂无数,2018/6/3,2016/6/10,余杭,未来科技城
欧美金融城,145,26852,54,暂无数,2018/8/24,2017/8/9,余杭,未来科技城
清怡花苑,780,42293,184.43,暂无数,2017/3/1,2005/5/20,上城,复兴
嘉绿西苑,595,44344,134.18,122.02,2017/7/24,2014/5/20,西湖,嘉绿
爵士风情花园,380,20771,182.95,170,2017/10/11,2008/6/10,余杭,闲林
坤和和家园,750,40327,185.98,152.16,2017/10/23,2010/4/27,西湖,西溪
梧桐燕庐,340,38203,89,57.87,2017/11/11,2014/1/17,西湖,转塘
多蓝水岸银沙苑,350,25094,139.48,暂无数,2018/2/8,2010/12/27,下沙,沿江北
保利鹭沙郡府,780,36971,210.98,,2018/2/27,2014/5/15,下沙,沿江南
翰林花园,230,48688,47.24,暂无数,2018/3/28,2013/3/20,上城,潮鸣
桃园新村,360,71147,50.6,暂无数,2018/4/17,2000/4/11,西湖,黄龙
复兴南苑,162,44876,36.1,31.58,2018/5/4,2016/3/30,上城,复兴
康乐香港城,185,46078,40.15,34.95,2018/5/10,2010/3/15,西湖,文三西路
丁桥景园南苑,235,24672,95.25,暂无数,2018/5/11,2012/5/5,江干,丁桥
中海西溪华府,510,57433,88.8,73.46,2018/6/9,2015/6/10,西湖,西溪
东田擎天半岛,205,23034,89,暂无数,2018/7/6,2014/7/2,余杭,星桥
新明半岛,230,25684,89.55,暂无数,2018/7/8,2016/4/29,余杭,闲林
水印城,430,46237,93,暂无数,2018/7/10,2015/5/27,滨江,长河
领骏世界,158,35276,44.79,31.95,2018/7/14,2013/4/8,下城,朝晖
田园公寓,215,29066,73.97,暂无数,2018/8/4,1988/8/8,拱墅,半山
罗兰春天,300,34763,86.3,暂无数,2018/8/6,2013/3/8,江干,九堡
广厦天都城天河苑,200,21820,91.66,暂无数,2018/8/17,2009/12/24,余杭,星桥
铭雅苑东区,255,30481,83.66,暂无数,2018/8/18,2009/3/21,余杭,三墩
居安坊,275,47211,58.25,52.84,2018/8/18,2012/12/6,江干,四季青
良渚文化村白鹭郡南,205,34705,59.07,52.07,2018/8/19,2011/3/2,余杭,良渚
世贸丽晶城,353,83354,42.35,暂无数,2018/8/25,2008/8/3,西湖,九莲
朝晖五区,207,39250,52.74,48.11,2018/8/25,1998/2/12,下城,朝晖
景芳新五区,245,45846,53.44,暂无数,2018/8/28,2006/5/12,江干,景芳
复兴南苑,250,45151,55.37,暂无数,2018/8/28,2000/2/3,上城,复兴
广厦天都城天河苑,205,20597,99.53,86.25,2018/9/10,2009/11/13,余杭,星桥
崇庆里,215,37680,57.06,暂无数,2018/9/14,2008/4/8,拱墅,拱宸桥
现代印象广场,84,22106,38,暂无数,2018/5/3,2018/5/16,滨江,彩虹城
萧山宝龙城市广场,89,22074,40.32,暂无数,2018/6/16,2017/7/6,萧山,萧山新城区
理想西溪金座,149.9,27622,54.27,39.48,2018/6/17,2015/3/20,余杭,未来科技城
朝晖一区,225,44032,51.1,暂无数,2018/6/27,2000/4/11,下城,朝晖
红街天城公寓,220,13589,161.9,146.8,2018/7/17,2016/3/10,江干,火车东站
嘉绿北苑,470,53690,87.54,暂无数,2018/8/1,1998/10/11,西湖,嘉绿
南都花园二区,305,40548,75.22,暂无数,2018/9/7,2018/8/21,西湖,文一西路
林之语,338,24270,139.27,120.58,2016/10/23,2010/4/1,萧山,钱江世纪城
湘湖人家,270,30585,88.28,暂无数,2016/11/19,2011/3/23,萧山,闻堰
宝龙云滨湾,269,32805,82,62.26,2017/1/13,2015/4/7,下沙,高教园区东
大关东八苑,280,47306,59.19,49.65,2017/4/9,2010/4/11,拱墅,大关
北景园兰清苑,265,29839,88.81,73,2017/4/12,2010/1/21,下城,石桥
桂花城,880,55253,159.27,141.59,2017/5/16,2007/12/1,西湖,文一西路
冯山人巷,288,47643,60.45,暂无数,2017/5/17,2016/8/15,上城,清泰
嘉里桦枫居,300,36461,82.28,66.9,2017/5/31,2014/1/7,下城,石桥
坤和西溪里璞园,700,50817,137.75,115.88,2017/6/10,2015/9/9,西湖,西溪
福雷德广场,340,24692,137.7,104.09,2017/9/9,2005/5/30,下沙,高教园区西
近江家园六园,480,48980,98,81.28,2017/9/25,2012/6/26,上城,近江
南城景园,220,17761,123.87,104.42,2017/10/19,2012/7/10,萧山,南部卧城
倾城之恋,610,49622,122.93,98.65,2017/10/28,2008/1/8,滨江,滨江区政府
艮山福居,500,40934,122.15,1,2017/10/30,2007/9/5,下城,流水苑
东城丽景,270,22886,117.98,104.54,2017/11/5,2010/5/20,余杭,乔司
近江家园一园,598,46436,128.78,117.32,2017/11/8,2013/10/23,上城,近江
世纪坊,505,50541,99.92,暂无数,2017/11/11,2002/2/20,上城,近江
胜利新村,498,51351,96.98,暂无数,2017/11/12,1978/6/13,西湖,黄龙
稻香园高层公寓,560,44519,125.79,103.41,2017/11/13,2002/9/28,拱墅,湖墅
翠苑一区,290,44781,64.76,60,2017/11/25,2000/11/15,西湖,翠苑
春天花园,650,45487,142.9,124.62,2017/12/3,2016/4/27,西湖,文一西路
同人春江时代花园,725,42398,171,138.11,2017/12/3,2008/3/25,滨江,长河
中栋国际,300,33953,88.36,60.44,2017/12/3,2016/4/12,萧山,萧山新城区
三里新城兰苑,460,40412,113.83,暂无数,2017/12/9,2010/7/11,江干,三里亭
东冠逸景花苑,240,28389,84.54,72.43,2017/12/10,2014/11/14,余杭,乔司
金隅观澜时代瀚庭,365,26450,138,121.48,2017/12/12,2013/1/22,下沙,沿江南
桃园新村,520,62298,83.47,76.64,2017/12/19,2013/5/28,西湖,黄龙
天苑花园,400,32090,124.65,暂无数,2018/1/2,2003/12/30,西湖,翠苑
漾河人家,340,33252,102.25,80.98,2018/1/9,2011/7/22,下城,三塘
后珠美都雅苑,230,26128,88.03,暂无数,2018/1/11,2011/5/26,江干,丁桥
广厦天都城天湖苑,265,19276,137.48,暂无数,2018/1/12,2009/11/10,余杭,星桥
翠苑五区,335,38931,86.05,暂无数,2018/1/20,2002/5/2,西湖,翠苑
亿丰蔚蓝郡,303,36038,84.08,62.71,2018/1/22,2013/10/23,余杭,良渚
都市水乡水滟苑,285,30922,92.17,暂无数,2018/1/25,2008/5/20,拱墅,三墩
皮市巷,400,43966,90.98,暂无数,2018/2/2,2005/12/12,上城,清泰
亲亲家园一期,408,30987,131.67,暂无数,2018/2/3,2005/12/8,余杭,三墩
良渚文化村白鹭郡北,419,26996,155.21,142.1,2018/2/25,2015/9/21,余杭,良渚
天苑花园,345,38385,89.88,暂无数,2018/2/26,2006/8/1,西湖,翠苑
竹海水韵,285,23329,122.17,99.19,2018/2/26,2016/5/17,余杭,闲林
名城燕园,430,48987,87.78,70.83,2018/3/1,2010/12/10,拱墅,桥西
临城花苑,235,17981,130.7,暂无数,2018/3/13,2010/6/2,余杭,临平
流水东苑,310,42641,72.7,1,2018/3/14,2005/4/20,下城,流水苑
锦昌文华苑,665,44455,149.59,124.99,2018/3/15,2008/9/3,拱墅,拱宸桥
盛世嘉园,340,22713,149.7,暂无数,2018/3/16,2008/3/18,余杭,闲林
红苹果家园,395,29483,133.98,暂无数,2018/3/16,2016/3/3,江干,九堡
三江花园,350,25000,140,133,2018/3/20,2002/7/3,萧山,闻堰
铭和苑探梅坊,245,27978,87.57,暂无数,2018/3/21,2014/7/30,下沙,金沙湖
良渚文化村白鹭郡北,265,29603,89.52,81.93,2018/3/25,2015/12/30,余杭,良渚
翠苑四区,288,42485,67.79,暂无数,2018/3/26,2005/5/10,西湖,翠苑
北景园菊香苑,292,32821,88.97,暂无数,2018/3/28,2011/5/25,下城,石桥
北干二苑新安寓,270,31825,84.84,74.02,2018/3/29,2000/1/11,萧山,萧山市区
古荡新村西区,265,40670,65.16,61.64,2018/4/4,2010/3/9,西湖,古荡
和睦院,280,38520,72.69,56.52,2018/4/4,2008/10/17,拱墅,和睦
观巷,400,57439,69.64,暂无数,2018/4/9,2012/4/19,下城,众安桥
施家花园,313,42568,73.53,65.77,2018/4/11,2003/7/23,下城,流水苑
环西新村,310,62500,49.6,暂无数,2018/4/16,2014/4/9,下城,武林
黄姑山小区,335,42697,78.46,暂无数,2018/4/26,2007/9/18,西湖,古荡
广厦天都城天河苑,180,28572,63,55.44,2018/5/3,2010/1/12,余杭,星桥
华门自由21世纪,465,45111,103.08,暂无数,2018/5/6,2003/6/18,西湖,文教
香樟公寓,315,44429,70.9,暂无数,2018/5/8,2000/1/24,西湖,文三西路
星洲花园万黛兰居,635,51871,122.42,暂无数,2018/5/12,2002/9/17,西湖,文一西路
华惠家园,175,15185,115.25,暂无数,2018/5/14,2010/5/12,余杭,临平
梅堰小区,165,21962,75.13,暂无数,2018/5/19,1999/5/20,余杭,临平
泰和苑,330,42925,76.88,61.39,2018/5/27,2004/9/1,下城,潮鸣
保利东湾,280,29724,94.2,68.5,2018/5/29,2014/1/1,下沙,沿江南
南都德迦西区,630,45755,137.69,125.55,2018/5/31,2002/5/8,西湖,文三西路
安吉路,330,59503,55.46,暂无数,2018/6/3,2003/9/24,下城,武林
德胜新村,210,37730,55.66,暂无数,2018/6/5,1995/12/6,拱墅,德胜
环城东路298-311号,220,37582,58.54,暂无数,2018/6/6,2005/6/21,下城,建国北路
康乐香港城,270,35597,75.85,暂无数,2018/6/11,2005/6/25,西湖,文三西路
绿都四季华庭,300,33761,88.86,暂无数,2018/6/12,2016/6/13,萧山,南部卧城
世茂江滨花园碧景湾,420,26588,157.97,124.98,2018/6/21,2010/10/12,下沙,沿江南
德信北海公园,378,44087,85.74,暂无数,2018/6/22,2015/5/18,拱墅,万达广场
溪悦宸府,320,35739,89.54,暂无数,2018/6/26,2016/8/10,余杭,翡翠城
万家花城一期,460,51686,89,68.16,2018/6/28,2009/11/18,拱墅,申花
银泰海威国际,690,51947,132.83,暂无数,2018/6/30,2010/3/19,滨江,长河
黄工厂弄,210,43416,48.37,暂无数,2018/6/30,2016/5/24,上城,鼓楼
复兴南苑,205,43077,47.59,40.62,2018/7/9,2015/7/3,上城,复兴
美都新村,295,42606,69.24,暂无数,2018/7/11,2005/7/1,西湖,文三西路
九莲新村,300,40596,73.9,暂无数,2018/7/14,2003/9/7,西湖,九莲
翡翠城,315,36207,87,暂无数,2018/7/25,2016/6/3,余杭,翡翠城
东海闲湖城,360,25114,143.35,112.98,2018/7/25,2016/4/26,余杭,闲林
金沙学府,430,21079,204,暂无数,2018/7/28,2013/7/1,下沙,高教园区东
长堤明苑,460,33991,135.33,108.6,2018/8/5,2008/8/15,上城,潮鸣
东方福邸,1080,54090,199.67,暂无数,2018/8/5,2016/8/16,拱墅,申花
朝晖六区,208,39635,52.48,暂无数,2018/8/6,2018/2/6,下城,朝晖
保利东湾,260,29309,88.71,66.73,2018/8/6,2010/12/14,下沙,沿江南
紫花苑,220,44472,49.47,暂无数,2018/8/9,2011/6/8,上城,复兴
翠苑一区,238,50758,46.89,43.09,2018/8/10,2011/2/23,西湖,翠苑
美政花苑,228,48959,46.57,40.38,2018/8/11,2015/10/8,上城,复兴
金隅观澜时代朗轩,335,24496,136.76,104.45,2018/8/11,2014/12/12,下沙,沿江南
昆仑橡树园,320,52485,60.97,48.08,2018/8/13,2011/1/24,拱墅,申花
杭钢北苑,192,28116,68.29,60.31,2018/8/15,2016/8/25,拱墅,半山
西溪诚园致诚苑,625,71372,87.57,65.11,2018/8/19,2016/2/25,西湖,西溪
名城湖左岸,420,46834,89.68,63.75,2018/8/20,2013/10/23,下沙,金沙湖
金雅苑社区,265,30279,87.52,暂无数,2018/9/8,2011/8/8,江干,九堡
双菱新村,204,60089,33.95,31.07,2018/9/8,2009/9/1,江干,采荷
马塍路11号,420,66848,62.83,暂无数,2018/9/10,2000/9/1,西湖,文三
颐景园,540,43725,123.5,暂无数,2018/3/25,2009/5/4,西湖,文三西路
金田花园,355,38854,91.37,86.65,2018/3/30,2013/1/24,西湖,文三西路
竹海水韵,330,23191,142.3,暂无数,2018/6/5,2011/2/21,余杭,闲林
金田花园,320,42430,75.42,暂无数,2018/6/12,2008/4/23,西湖,文三西路
西溪河东,600,77250,77.67,暂无数,2018/6/21,2005/11/4,西湖,学军
五洋运河人家,373,39480,94.48,78.67,2018/7/1,2004/12/3,拱墅,拱宸桥
中兴花园百合苑,490,49054,99.89,82.09,2018/7/8,2013/6/3,滨江,滨江区政府
求智巷,580,97561,59.45,暂无数,2018/7/18,2000/11/2,西湖,学军
红街天城公寓,80.5,22013,36.57,暂无数,2018/4/23,2013/9/11,江干,火车东站
沁园雅舍,106,19162,55.32,39.43,2018/5/19,2009/10/27,江干,三里亭
下华光巷70号,240,42291,56.75,48.95,2015/8/17,2009/10/19,上城,清泰
天苑花园,289,39715,72.77,60.8,2017/8/5,2013/4/3,西湖,翠苑
文二路68号,300,61589,48.71,暂无数,2017/8/17,2000/8/23,西湖,文教
十亩田家园,400,36802,108.69,96.76,2017/9/9,2009/12/29,上城,复兴
定安苑,378,55070,68.64,暂无数,2017/9/13,2005/3/17,上城,清波
维元弄,288,43069,66.87,43.2,2017/9/18,2000/2/2,拱墅,湖墅
水印城,580,40702,142.5,110.74,2017/10/5,2009/7/3,滨江,长河
文三新村,430,64955,66.2,60,2017/10/21,2009/8/13,西湖,文三
朝晖八区,420,39593,106.08,94.08,2017/11/8,2002/6/3,下城,朝晖
春江花月,792,60000,132,105.7,2017/11/9,2009/3/3,上城,南星
铭和苑新荷坊,230,25919,88.74,暂无数,2017/11/13,2007/8/25,下沙,金沙湖
融创金成西溪海,245,29150,84.05,暂无数,2017/11/17,2016/7/28,余杭,闲林
德胜新村,208,36659,56.74,52.4,2017/11/28,1998/9/13,拱墅,德胜
文一路38弄,275,37354,73.62,暂无数,2017/12/1,2008/1/15,拱墅,信义坊
育才东苑,298,27914,106.76,97.77,2017/12/22,2009/6/1,萧山,萧山市区
后珠辰秀嘉园,210,26409,79.52,暂无数,2018/1/15,2012/1/12,江干,丁桥
莫干山路633号,385,52063,73.95,暂无数,2018/3/4,1993/3/30,西湖,文教
金都花园,268,37043,72.35,暂无数,2018/3/5,1995/9/6,西湖,文三西路
荣华里,198,36647,54.03,暂无数,2018/3/14,2007/6/19,拱墅,拱宸桥
景苑公寓,302,42386,71.25,暂无数,2018/3/17,2007/2/5,江干,景芳
世茂江滨花园碧景湾,370,27449,134.8,101.26,2018/3/18,2009/12/30,下沙,沿江南
钱塘春晓,635,41504,153,暂无数,2018/3/20,2006/1/20,滨江,滨江区政府
广厦天都城天泉苑,270,19566,138,暂无数,2018/3/21,2007/6/28,余杭,星桥
左家新村,323,41443,77.94,70,2018/3/30,1996/3/1,拱墅,湖墅
十亩田家园,430,44755,96.08,83.91,2018/4/3,2003/10/24,上城,复兴
凤凰南苑,368,51112,72,63.18,2018/4/4,2010/2/1,上城,南星
黄龙公寓,420,39902,105.26,100,2018/4/7,2005/7/22,西湖,古荡
蓝桥名苑,260,29640,87.72,暂无数,2018/4/12,2011/4/7,江干,九堡
景芳六区,275,49020,56.1,暂无数,2018/4/16,2009/10/29,江干,景芳
美都新村,280,41298,67.8,1,2018/4/16,2001/3/27,西湖,文三西路
闲林山水紫薇苑,245,28308,86.55,暂无数,2018/4/28,2012/1/4,余杭,闲林
东冠逸家,245,24884,98.46,83.92,2018/5/8,2009/12/3,余杭,乔司
后珠辰秀嘉园,260,27778,93.6,72.31,2018/5/10,2012/5/31,江干,丁桥
盛世嘉园,265,28861,91.82,82.76,2018/5/11,2013/6/4,余杭,闲林
天苑花园,360,40202,89.55,暂无数,2018/5/13,2006/10/27,西湖,翠苑
凤起苑,418,50539,82.71,暂无数,2018/5/13,1999/10/14,下城,潮鸣
施家花园,315,43811,71.9,暂无数,2018/5/16,2003/12/3,下城,流水苑
五洋运河人家,202,36936,54.69,50.74,2018/5/21,1999/6/23,拱墅,拱宸桥
水陆寺巷,440,53006,83.01,78.06,2018/5/29,2013/3/14,下城,长庆
银爵世纪公寓,365,40915,89.21,暂无数,2018/5/31,2012/3/30,滨江,浦沿
长乐南苑,385,40268,95.61,85.88,2018/5/31,2007/11/7,拱墅,大关
蚕花园永安坊,230,37619,61.14,52.62,2018/6/3,2012/5/11,拱墅,拱宸桥
瑞立中央花城,710,51599,137.6,106.82,2018/6/4,2009/6/27,滨江,滨江区政府
水木清华,255,19756,129.08,暂无数,2018/6/5,2003/8/3,西湖,小和山
城南家园,278,46372,59.95,暂无数,2018/6/5,2011/5/28,上城,雄镇楼
欣景苑,300,33312,90.06,暂无数,2018/6/6,2011/6/1,下城,三塘
绿城西子郁金香岸,315,29717,106,暂无数,2018/6/10,2008/9/2,萧山,闻堰
金地自在城,355,39603,89.64,65.83,2018/6/11,2015/3/3,西湖,三墩
老浙大直路11-25号,260,43522,59.74,暂无数,2018/6/17,2010/10/26,上城,潮鸣
艮园社区,264,44415,59.44,53.88,2018/6/21,1996/8/1,下城,建国北路
风景蝶院留园,355,42373,83.78,64.09,2018/6/23,2012/3/5,滨江,白马湖
古荡新村西区,290,43682,66.39,60.21,2018/6/23,2009/3/17,西湖,古荡
华瑞湘湖美地,320,30826,103.81,84.99,2018/6/24,2012/11/12,萧山,湘湖
世茂江滨花园峻景湾,245,27393,89.44,63.74,2018/6/24,2012/11/9,下沙,沿江南
金地自在城,385,43259,89,暂无数,2018/6/25,2010/8/7,西湖,三墩
江南文苑,545,39782,137,110.49,2018/6/25,2011/4/22,滨江,浦沿
一清新村,320,44900,71.27,62.63,2018/7/3,2007/9/19,拱墅,湖墅
良渚文化村白鹭郡南,255,28978,88,暂无数,2018/7/5,2013/7/11,余杭,良渚
良渚文化村七贤郡,255,28978,88,72.7,2018/7/6,2016/8/24,余杭,良渚
亲亲家园四期,335,40221,83.29,暂无数,2018/7/8,2010/1/4,余杭,三墩
杭钢南苑,195,26673,73.11,暂无数,2018/7/9,2012/7/19,拱墅,半山
上郡,450,50280,89.5,暂无数,2018/7/9,2011/5/5,西湖,申花
金色黎明二期,410,45770,89.58,71.3,2018/7/11,2016/1/26,江干,笕桥
蓝桥名苑,245,31342,78.17,61.5,2018/7/12,2012/7/4,江干,九堡
华元蒙卡岸,340,25661,132.5,105.95,2018/7/14,2016/11/18,余杭,翡翠城
艮山福居,580,45147,128.47,暂无数,2018/7/15,2009/7/9,下城,流水苑
浙江油田留下小区,238,29862,79.7,暂无数,2018/7/18,2000/3/1,西湖,西溪
艮园社区,230,42911,53.6,暂无数,2018/7/18,2008/4/14,下城,建国北路
崇化住宅区,145,25893,56,暂无数,2018/7/20,2011/4/11,萧山,萧山市区
紫荆家园,378,45022,83.96,76.51,2018/7/21,2002/7/3,拱墅,拱宸桥
金盛曼城,360,40619,88.63,70.74,2018/7/21,2009/11/5,滨江,浦沿
江南文苑,335,44823,74.74,60.67,2018/7/22,2012/2/7,滨江,浦沿
潮鸣苑,355,44487,79.8,暂无数,2018/8/3,1999/9/14,下城,潮鸣
京都苑,215,45121,47.65,暂无数,2018/8/23,2016/5/17,下城,流水苑
海棠公寓,315,36735,85.75,68.98,2018/8/24,2013/4/17,江干,九堡
保利东湾,330,29496,111.88,暂无数,2018/8/24,2012/10/29,下沙,沿江南
和达城,410,36719,111.66,84.98,2018/8/26,2014/7/24,下沙,高教园区西
新元金沙家园,200,34543,57.9,43.88,2018/8/26,2014/8/27,下沙,金沙湖
天园阁,350,43446,80.56,暂无数,2018/8/26,2006/3/2,下城,建国北路
大树路3号,365,42781,85.32,暂无数,2018/9/1,1998/7/22,下城,建国北路
岸上蓝山,259,30529,84.84,暂无数,2018/9/1,2013/6/27,余杭,闲林
风景蝶院留园,350,39388,88.86,63.91,2018/9/1,2011/10/16,滨江,白马湖
钱塘滨和花园,625,44868,139.3,暂无数,2018/9/14,2016/7/29,滨江,滨江区政府
广厦天都城天风苑,280,22654,123.6,暂无数,2018/9/14,2009/5/22,余杭,星桥
野风海天城,400,29604,135.12,110,2018/9/16,2016/1/1,下沙,沿江北
蚕花园永兴坊,255,38578,66.1,58.44,2018/9/17,2013/4/1,拱墅,拱宸桥
宋都晨光国际,330,37758,87.4,62.85,2018/9/18,2014/7/22,下沙,沿江南
广厦天都城天风苑,260,24075,108,暂无数,2018/9/19,2010/4/29,余杭,星桥
领骏世界,105,23459,44.76,31.93,2018/4/25,2013/12/20,下城,朝晖
众安嘉润公馆,195,30671,63.58,暂无数,2018/7/15,2016/3/1,萧山,奥体
同方国际,133,23043,57.72,暂无数,2017/11/1,2013/2/28,江干,华家池
近江家园九园,275,59166,46.48,41.16,2018/5/12,2016/4/29,上城,近江
超级星期天,230,30276,75.97,52.05,2018/5/22,2010/10/18,滨江,浦沿
红街公寓,300,44498,67.42,52.76,2018/5/24,2010/6/22,江干,火车东站
物华小区,230,36508,63,暂无数,2018/6/6,2000/8/18,西湖,嘉绿
贺田尚城,580,42507,136.45,暂无数,2018/6/21,2010/11/5,滨江,浦沿
中海紫藤苑,326,37343,87.3,73.69,2018/7/6,2011/6/24,西湖,三墩
金雅苑社区,286,32335,88.45,73.75,2018/8/6,2011/8/27,江干,九堡
顺发美哉美城,660,51009,129.39,101.57,2018/8/22,2017/5/5,萧山,钱江世纪城
中国铁建江南国际城,525,37808,138.86,暂无数,2018/8/31,2018/1/2,萧山,萧山新城区
华元天鹅堡,160,26230,61,43.69,2017/10/15,2013/9/29,西湖,文三西路
欣北钱江国际广场,70,12798,54.7,暂无数,2018/2/25,2016/2/17,余杭,塘栖
沈塘苑,435,49432,88,暂无数,2018/7/31,2001/10/26,拱墅,湖墅
西溪蓝海,110,28948,38,暂无数,2018/9/6,2018/7/4,余杭,未来科技城
景丽华庭,181,19463,93,暂无数,2017/5/23,2012/5/4,余杭,塘栖
钱塘人家,700,44849,156.08,127,2017/7/17,2004/10/24,上城,近江
今日嘉园,880,56425,155.96,暂无数,2017/8/13,2006/1/17,西湖,文教
盛德欣苑,480,47705,100.62,暂无数,2017/10/2,2010/4/1,拱墅,德胜
金基晓庐,850,65035,130.7,104.69,2017/10/14,2010/6/7,江干,钱江新城
小河东村,350,44287,79.03,暂无数,2017/10/24,1993/11/10,拱墅,湖墅
良渚文化村白鹭郡南,270,34501,78.26,暂无数,2017/10/28,2010/10/13,余杭,良渚
政苑小区,680,39616,171.65,137.66,2017/11/4,2007/4/19,西湖,申花
青枫墅园,275,30899,89,70.28,2017/11/24,2014/12/5,余杭,闲林
人和家园,230,27691,83.06,75.6,2018/1/15,2005/12/8,西湖,留下
新中宇维萨,375,41844,89.62,暂无数,2018/2/5,2016/8/11,江干,城东新城
广仁小区,340,27177,125.11,113.24,2018/2/26,2006/10/26,萧山,南部卧城
良渚文化村白鹭郡东,430,38851,110.68,暂无数,2018/2/28,2008/7/15,余杭,良渚
春江花月,680,59644,114.01,92.85,2018/3/16,2012/12/4,上城,南星
万科魅力之城,320,31753,100.78,83.47,2018/3/17,2011/6/20,江干,九堡
欧美金融城,408,40493,100.76,暂无数,2018/4/4,2016/5/30,余杭,未来科技城
